product_id,product_category,product_subcategory,price,listprice,discountprice,supplier,product_availability,eta
AUTO-BAT-0004,Automotive,Batteries,"$1,442.86","$1,976.52","$1,442.86",Supplier_8,Limited,2025-05-15
FURN-CHR-0009,Furniture,Chairs,$562.74,$678.00,$562.74,Supplier_5,Out of Stock,2025-05-12
GROC-VEG-0008,Groceries,Vegetables,$494.09,$686.24,$494.09,Supplier_2,In Stock,2025-05-11
GROC-BEV-0005,Groceries,Beverages,$54.67,$65.87,$54.67,"Supplier_2, Supplier_5",In Stock,2025-05-09
APPR-JNS-0011,Apparel,Jeans,"$1,188.21","$1,673.53","$1,188.21",Supplier_4,Limited,2025-05-09
AUTO-OIL-0006,Automotive,Oil,$945.96,"$1,244.69",$945.96,Supplier_7,Out of Stock,2025-05-14
FURN-CAB-0009,Furniture,Cabinets,$342.24,$393.38,$342.24,"Supplier_2, Supplier_5",Out of Stock,2025-05-14
FURN-DSK-0005,Furniture,Desks,$778.62,"$1,066.60",$778.62,Supplier_9,Out of Stock,2025-05-04
FURN-CHR-0012,Furniture,Chairs,$167.52,$232.66,$167.52,Supplier_7,Out of Stock,2025-05-12
GROC-SNK-0007,Groceries,Snacks,"$1,699.77","$1,808.27","$1,699.77",Supplier_1,In Stock,2025-05-13
GROC-FRT-0006,Groceries,Fruits,$935.35,$984.58,$935.35,"Supplier_4, Supplier_10",Limited,2025-05-05
APPR-SHT-0004,Apparel,Shirts,"$1,566.63","$1,740.70","$1,566.63","Supplier_5, Supplier_4",Limited,2025-05-06
AUTO-TIR-0010,Automotive,Tires,"$1,167.44","$1,599.23","$1,167.44",Supplier_1,In Stock,2025-05-14
FURN-CHR-0010,Furniture,Chairs,"$1,888.53","$1,927.07","$1,888.53","Supplier_4, Supplier_6",Out of Stock,2025-05-13
GROC-SNK-0004,Groceries,Snacks,"$1,017.21","$1,142.93","$1,017.21",Supplier_1,Limited,2025-05-15
FURN-CHR-0013,Furniture,Chairs,"$1,120.50","$1,245.00","$1,120.50","Supplier_8, Supplier_3",In Stock,2025-05-16
FURN-CAB-0010,Furniture,Cabinets,"$1,733.55","$1,844.20","$1,733.55",Supplier_8,Limited,2025-05-05
ELEC-LAP-0005,Electronics,Laptops,$692.74,$844.80,$692.74,Supplier_1,Out of Stock,2025-05-16
APPR-JKT-0013,Apparel,Jackets,"$1,550.43","$1,566.09","$1,550.43",Supplier_7,Out of Stock,2025-05-15
AUTO-BAT-0007,Automotive,Batteries,$713.97,$991.62,$713.97,"Supplier_9, Supplier_4",Limited,2025-05-16
APPR-JNS-0012,Apparel,Jeans,$577.23,$583.06,$577.23,"Supplier_7, Supplier_8",In Stock,2025-05-09
GROC-BEV-0006,Groceries,Beverages,$325.42,$374.05,$325.42,Supplier_4,In Stock,2025-05-05
APPR-JNS-0013,Apparel,Jeans,$920.55,"$1,070.41",$920.55,Supplier_2,Limited,2025-05-12
AUTO-OIL-0004,Automotive,Oil,"$1,611.43","$1,751.55","$1,611.43",Supplier_7,Limited,2025-05-16
APPR-SHS-0005,Apparel,Shoes,$339.09,$464.51,$339.09,Supplier_2,Limited,2025-05-05
ELEC-SM-0009,Electronics,Smartphones,$536.69,$646.61,$536.69,"Supplier_10, Supplier_1",Limited,2025-05-04
FURN-DSK-0006,Furniture,Desks,$242.03,$268.92,$242.03,"Supplier_10, Supplier_3",In Stock,2025-05-06
AUTO-OIL-0007,Automotive,Oil,$371.00,$394.68,$371.00,"Supplier_6, Supplier_8",In Stock,2025-05-14
AUTO-BAT-0008,Automotive,Batteries,$174.47,$178.03,$174.47,Supplier_6,In Stock,2025-05-07
ELEC-LAP-0006,Electronics,Laptops,$310.26,$326.59,$310.26,Supplier_6,Out of Stock,2025-05-14
FURN-CAB-0006,Furniture,Cabinets,"$1,877.86","$1,877.86","$1,877.86",Supplier_4,In Stock,2025-05-06
AUTO-BAT-0005,Automotive,Batteries,$569.41,$662.10,$569.41,"Supplier_8, Supplier_4",Out of Stock,2025-05-15
GROC-FRT-0007,Groceries,Fruits,"$1,105.80","$1,365.19","$1,105.80",Supplier_8,In Stock,2025-05-05
APPR-JNS-0014,Apparel,Jeans,$685.15,$901.51,$685.15,Supplier_8,Limited,2025-05-15
APPR-SHS-0006,Apparel,Shoes,$681.98,$802.33,$681.98,Supplier_3,Out of Stock,2025-05-08
APPR-JKT-0014,Apparel,Jackets,"$1,487.97","$1,582.95","$1,487.97",Supplier_7,In Stock,2025-05-13
ELEC-SM-0010,Electronics,Smartphones,$625.57,$719.05,$625.57,Supplier_5,Out of Stock,2025-05-09
APPR-JNS-0007,Apparel,Jeans,$583.54,$757.85,$583.54,Supplier_10,In Stock,2025-05-06
FURN-CAB-0011,Furniture,Cabinets,"$1,070.61","$1,081.42","$1,070.61","Supplier_1, Supplier_6",Out of Stock,2025-05-11
APPR-SHT-0006,Apparel,Shirts,"$1,563.09","$1,817.55","$1,563.09","Supplier_6, Supplier_2",Limited,2025-05-05
AUTO-OIL-0005,Automotive,Oil,"$1,205.01","$1,487.67","$1,205.01","Supplier_2, Supplier_7",In Stock,2025-05-16
AUTO-OIL-0006,Automotive,Oil,$876.73,"$1,234.83",$876.73,"Supplier_5, Supplier_10",Limited,2025-05-07
GROC-BEV-0007,Groceries,Beverages,$90.05,$107.20,$90.05,Supplier_8,In Stock,2025-05-10
ELEC-TAB-0007,Electronics,Tablets,"$1,449.70","$1,542.23","$1,449.70",Supplier_5,In Stock,2025-05-07
ELEC-CAM-0008,Electronics,Cameras,$521.39,$554.67,$521.39,"Supplier_3, Supplier_5",Limited,2025-05-17
ELEC-CAM-0005,Electronics,Cameras,$782.00,"$1,101.41",$782.00,"Supplier_4, Supplier_7",Out of Stock,2025-05-06
ELEC-TAB-0008,Electronics,Tablets,"$1,414.36","$1,724.83","$1,414.36",Supplier_10,In Stock,2025-05-15
APPR-JKT-0015,Apparel,Jackets,$197.81,$217.37,$197.81,"Supplier_7, Supplier_10",Limited,2025-05-06
APPR-JNS-0008,Apparel,Jeans,"$1,351.01","$1,468.49","$1,351.01",Supplier_7,In Stock,2025-05-06
GROC-VEG-0004,Groceries,Vegetables,$892.00,"$1,074.70",$892.00,"Supplier_2, Supplier_1",Out of Stock,2025-05-13
APPR-SHT-0005,Apparel,Shirts,"$1,342.47","$1,890.80","$1,342.47","Supplier_7, Supplier_2",Out of Stock,2025-05-05
GROC-FRT-0008,Groceries,Fruits,$62.25,$87.67,$62.25,"Supplier_3, Supplier_1",Out of Stock,2025-05-11
AUTO-OIL-0007,Automotive,Oil,"$1,855.13","$1,912.51","$1,855.13","Supplier_9, Supplier_4",Out of Stock,2025-05-16
GROC-FRT-0009,Groceries,Fruits,"$1,340.61","$1,888.18","$1,340.61",Supplier_2,Limited,2025-05-15
ELEC-LAP-0010,Electronics,Laptops,$428.73,$492.79,$428.73,Supplier_3,In Stock,2025-05-07
APPR-JNS-0009,Apparel,Jeans,$689.66,$944.74,$689.66,Supplier_1,In Stock,2025-05-13
AUTO-OIL-0008,Automotive,Oil,$624.57,$844.02,$624.57,Supplier_5,Limited,2025-05-05
AUTO-OIL-0009,Automotive,Oil,$811.36,$845.17,$811.36,Supplier_7,Limited,2025-05-10
FURN-CAB-0012,Furniture,Cabinets,$931.07,"$1,241.42",$931.07,"Supplier_2, Supplier_1",Limited,2025-05-10
APPR-JNS-0010,Apparel,Jeans,"$1,663.39","$1,663.39","$1,663.39",Supplier_8,Limited,2025-05-16
ELEC-CAM-0009,Electronics,Cameras,$814.95,"$1,072.30",$814.95,Supplier_4,In Stock,2025-05-08
AUTO-FIL-0005,Automotive,Filters,$585.76,$643.69,$585.76,Supplier_9,Out of Stock,2025-05-07
GROC-SNK-0005,Groceries,Snacks,"$1,688.68","$1,897.39","$1,688.68",Supplier_7,Limited,2025-05-06
AUTO-FIL-0006,Automotive,Filters,"$1,146.60","$1,182.06","$1,146.60",Supplier_6,Limited,2025-05-08
AUTO-OIL-0008,Automotive,Oil,$345.66,$375.72,$345.66,"Supplier_8, Supplier_7",In Stock,2025-05-16
APPR-JKT-0016,Apparel,Jackets,$176.57,$200.65,$176.57,"Supplier_2, Supplier_3",Limited,2025-05-12
AUTO-OIL-0010,Automotive,Oil,$405.32,$426.65,$405.32,"Supplier_2, Supplier_6",Out of Stock,2025-05-15
ELEC-TAB-0009,Electronics,Tablets,"$1,452.67","$1,669.73","$1,452.67",Supplier_9,Out of Stock,2025-05-06
FURN-CHR-0014,Furniture,Chairs,$211.53,$267.76,$211.53,"Supplier_10, Supplier_8",Limited,2025-05-09
APPR-JKT-0017,Apparel,Jackets,"$1,080.86","$1,271.60","$1,080.86","Supplier_7, Supplier_1",Limited,2025-05-11
FURN-BED-0006,Furniture,Beds,$899.14,"$1,070.40",$899.14,Supplier_6,Out of Stock,2025-05-17
APPR-JNS-0015,Apparel,Jeans,$179.13,$245.39,$179.13,Supplier_9,Limited,2025-05-06
ELEC-LAP-0011,Electronics,Laptops,$745.71,$887.75,$745.71,"Supplier_8, Supplier_2",Limited,2025-05-07
GROC-SNK-0006,Groceries,Snacks,"$1,351.42","$1,485.08","$1,351.42","Supplier_5, Supplier_2",In Stock,2025-05-04
APPR-SHS-0007,Apparel,Shoes,$73.12,$75.38,$73.12,Supplier_5,Out of Stock,2025-05-06
AUTO-BAT-0009,Automotive,Batteries,$487.63,$609.54,$487.63,Supplier_5,Out of Stock,2025-05-04
ELEC-CAM-0006,Electronics,Cameras,$243.59,$329.18,$243.59,Supplier_4,In Stock,2025-05-04
ELEC-SM-0011,Electronics,Smartphones,$563.05,$731.23,$563.05,"Supplier_7, Supplier_9",In Stock,2025-05-11
ELEC-CAM-0007,Electronics,Cameras,"$1,046.18","$1,473.50","$1,046.18",Supplier_4,Limited,2025-05-05
APPR-SHT-0007,Apparel,Shirts,$60.87,$79.05,$60.87,Supplier_2,Limited,2025-05-06
ELEC-SM-0015,Electronics,Smartphones,$727.46,$749.96,$727.46,Supplier_4,In Stock,2025-05-11
GROC-BEV-0008,Groceries,Beverages,"$1,618.55","$1,973.84","$1,618.55","Supplier_9, Supplier_8",In Stock,2025-05-10
APPR-SHS-0008,Apparel,Shoes,$486.33,$675.46,$486.33,Supplier_10,In Stock,2025-05-12
AUTO-TIR-0011,Automotive,Tires,$441.39,$495.94,$441.39,"Supplier_3, Supplier_4",Out of Stock,2025-05-15
APPR-JKT-0012,Apparel,Jackets,$407.49,$503.08,$407.49,"Supplier_9, Supplier_2",Out of Stock,2025-05-11
FURN-CHR-0015,Furniture,Chairs,$83.18,$113.94,$83.18,"Supplier_8, Supplier_5",Out of Stock,2025-05-12
APPR-SHT-0008,Apparel,Shirts,"$1,185.89","$1,347.60","$1,185.89",Supplier_3,Out of Stock,2025-05-15
GROC-SNK-0008,Groceries,Snacks,$923.72,"$1,086.73",$923.72,"Supplier_8, Supplier_1",In Stock,2025-05-12
ELEC-LAP-0007,Electronics,Laptops,"$1,463.66","$1,951.55","$1,463.66","Supplier_3, Supplier_5",In Stock,2025-05-12
GROC-BEV-0006,Groceries,Beverages,"$1,277.53","$1,596.91","$1,277.53",Supplier_2,Limited,2025-05-08
GROC-BEV-0009,Groceries,Beverages,$367.13,$447.72,$367.13,Supplier_1,Out of Stock,2025-05-08
ELEC-LAP-0012,Electronics,Laptops,"$1,906.89","$1,906.89","$1,906.89",Supplier_8,In Stock,2025-05-08
FURN-BED-0007,Furniture,Beds,$712.32,$937.26,$712.32,"Supplier_4, Supplier_6",Limited,2025-05-05
GROC-BEV-0010,Groceries,Beverages,$245.17,$260.82,$245.17,Supplier_9,In Stock,2025-05-17
APPR-SHT-0006,Apparel,Shirts,$802.62,"$1,042.36",$802.62,Supplier_5,Limited,2025-05-07
FURN-BED-0006,Furniture,Beds,$332.62,$475.17,$332.62,"Supplier_8, Supplier_2",In Stock,2025-05-09
AUTO-FIL-0009,Automotive,Filters,"$1,402.53","$1,689.80","$1,402.53",Supplier_9,Out of Stock,2025-05-04
AUTO-OIL-0011,Automotive,Oil,$83.87,$94.24,$83.87,"Supplier_7, Supplier_8",In Stock,2025-05-12
FURN-BED-0007,Furniture,Beds,$481.16,$579.71,$481.16,"Supplier_6, Supplier_10",In Stock,2025-05-17
FURN-CAB-0013,Furniture,Cabinets,$903.57,"$1,143.76",$903.57,"Supplier_8, Supplier_3",In Stock,2025-05-12
FURN-CHR-0011,Furniture,Chairs,$773.46,$889.03,$773.46,Supplier_7,In Stock,2025-05-16
AUTO-BAT-0006,Automotive,Batteries,$939.11,$978.24,$939.11,"Supplier_9, Supplier_3",Out of Stock,2025-05-07
ELEC-SM-0016,Electronics,Smartphones,$223.69,$279.61,$223.69,Supplier_1,Out of Stock,2025-05-14
FURN-DSK-0006,Furniture,Desks,"$1,424.35","$1,899.13","$1,424.35",Supplier_9,In Stock,2025-05-07
FURN-BED-0008,Furniture,Beds,$695.97,$790.87,$695.97,"Supplier_6, Supplier_4",Limited,2025-05-16
APPR-JKT-0018,Apparel,Jackets,$150.22,$170.71,$150.22,"Supplier_4, Supplier_6",In Stock,2025-05-16
FURN-CAB-0014,Furniture,Cabinets,"$1,366.27","$1,380.07","$1,366.27",Supplier_9,In Stock,2025-05-14
ELEC-LAP-0008,Electronics,Laptops,$242.79,$245.24,$242.79,Supplier_1,Limited,2025-05-10
GROC-BEV-0007,Groceries,Beverages,$520.77,$566.05,$520.77,"Supplier_6, Supplier_10",Out of Stock,2025-05-17
FURN-CHR-0016,Furniture,Chairs,"$1,055.35","$1,486.41","$1,055.35",Supplier_4,Limited,2025-05-16
GROC-SNK-0007,Groceries,Snacks,$822.40,$924.04,$822.40,Supplier_10,Limited,2025-05-11
GROC-BEV-0011,Groceries,Beverages,$259.48,$262.10,$259.48,Supplier_3,Limited,2025-05-04
APPR-SHS-0009,Apparel,Shoes,"$1,532.92","$1,940.40","$1,532.92","Supplier_3, Supplier_8",In Stock,2025-05-06
APPR-JNS-0016,Apparel,Jeans,$676.97,$879.18,$676.97,Supplier_10,Out of Stock,2025-05-13
APPR-SHT-0007,Apparel,Shirts,"$1,423.38","$1,949.83","$1,423.38","Supplier_5, Supplier_6",Limited,2025-05-14
GROC-VEG-0005,Groceries,Vegetables,"$1,732.61","$1,767.97","$1,732.61","Supplier_10, Supplier_3",Limited,2025-05-10
ELEC-LAP-0009,Electronics,Laptops,$393.47,$504.45,$393.47,Supplier_3,In Stock,2025-05-17
ELEC-SM-0012,Electronics,Smartphones,"$1,023.23","$1,263.25","$1,023.23",Supplier_5,In Stock,2025-05-10
FURN-BED-0008,Furniture,Beds,"$1,098.98","$1,169.13","$1,098.98","Supplier_8, Supplier_4",Limited,2025-05-15
ELEC-CAM-0008,Electronics,Cameras,$728.28,$971.04,$728.28,Supplier_8,Out of Stock,2025-05-08
APPR-SHT-0008,Apparel,Shirts,$480.91,$522.73,$480.91,Supplier_3,Limited,2025-05-10
FURN-CAB-0007,Furniture,Cabinets,"$1,067.64","$1,334.55","$1,067.64","Supplier_5, Supplier_2",In Stock,2025-05-07
ELEC-LAP-0013,Electronics,Laptops,$922.00,"$1,245.94",$922.00,Supplier_4,Limited,2025-05-06
AUTO-TIR-0012,Automotive,Tires,$841.91,"$1,002.27",$841.91,Supplier_4,Out of Stock,2025-05-17
FURN-CAB-0008,Furniture,Cabinets,"$1,071.22","$1,306.36","$1,071.22",Supplier_9,In Stock,2025-05-17
AUTO-TIR-0008,Automotive,Tires,"$1,455.56","$1,712.42","$1,455.56",Supplier_5,Out of Stock,2025-05-16
APPR-JKT-0019,Apparel,Jackets,"$1,235.76","$1,507.03","$1,235.76","Supplier_8, Supplier_3",In Stock,2025-05-16
APPR-SHT-0009,Apparel,Shirts,$938.69,"$1,104.34",$938.69,Supplier_7,Out of Stock,2025-05-17
AUTO-OIL-0012,Automotive,Oil,$361.57,$435.63,$361.57,Supplier_8,In Stock,2025-05-11
GROC-VEG-0006,Groceries,Vegetables,"$1,623.06","$1,979.34","$1,623.06","Supplier_10, Supplier_5",In Stock,2025-05-11
AUTO-OIL-0009,Automotive,Oil,$968.51,"$1,308.80",$968.51,"Supplier_1, Supplier_2",Limited,2025-05-17
GROC-BEV-0012,Groceries,Beverages,$992.84,"$1,398.37",$992.84,Supplier_5,In Stock,2025-05-15
AUTO-TIR-0013,Automotive,Tires,$323.38,$376.02,$323.38,"Supplier_9, Supplier_6",Limited,2025-05-11
APPR-SHS-0010,Apparel,Shoes,"$1,267.30","$1,392.64","$1,267.30","Supplier_1, Supplier_4",In Stock,2025-05-12
GROC-BEV-0013,Groceries,Beverages,$72.06,$101.50,$72.06,Supplier_8,Out of Stock,2025-05-10
AUTO-OIL-0013,Automotive,Oil,"$1,528.27","$1,591.95","$1,528.27","Supplier_7, Supplier_1",Limited,2025-05-13
APPR-JKT-0020,Apparel,Jackets,$226.89,$243.97,$226.89,Supplier_9,Out of Stock,2025-05-04
GROC-FRT-0008,Groceries,Fruits,$315.32,$431.95,$315.32,Supplier_3,In Stock,2025-05-14
APPR-JKT-0021,Apparel,Jackets,$743.73,$826.37,$743.73,"Supplier_1, Supplier_2",Out of Stock,2025-05-07
APPR-JNS-0011,Apparel,Jeans,$516.24,$653.47,$516.24,"Supplier_5, Supplier_10",Limited,2025-05-04
AUTO-OIL-0010,Automotive,Oil,"$1,081.85","$1,523.73","$1,081.85","Supplier_2, Supplier_4",Out of Stock,2025-05-06
FURN-DSK-0007,Furniture,Desks,$332.72,$426.56,$332.72,Supplier_5,In Stock,2025-05-15
ELEC-TAB-0008,Electronics,Tablets,$69.19,$72.83,$69.19,Supplier_5,Limited,2025-05-06
APPR-SHT-0009,Apparel,Shirts,$672.25,$790.88,$672.25,"Supplier_7, Supplier_4",In Stock,2025-05-13
AUTO-OIL-0011,Automotive,Oil,"$1,427.68","$1,502.82","$1,427.68","Supplier_8, Supplier_6",Limited,2025-05-09
APPR-JNS-0012,Apparel,Jeans,$984.47,"$1,200.57",$984.47,"Supplier_8, Supplier_2",In Stock,2025-05-05
ELEC-LAP-0010,Electronics,Laptops,$509.75,$599.71,$509.75,Supplier_9,Out of Stock,2025-05-12
AUTO-FIL-0010,Automotive,Filters,"$1,332.40","$1,567.53","$1,332.40","Supplier_5, Supplier_7",Limited,2025-05-11
APPR-SHT-0010,Apparel,Shirts,$915.56,"$1,254.19",$915.56,Supplier_8,In Stock,2025-05-16
GROC-BEV-0008,Groceries,Beverages,"$1,776.72","$1,931.22","$1,776.72",Supplier_4,Out of Stock,2025-05-10
AUTO-TIR-0014,Automotive,Tires,"$1,371.45","$1,693.15","$1,371.45","Supplier_5, Supplier_2",Out of Stock,2025-05-10
APPR-JKT-0013,Apparel,Jackets,"$1,064.05","$1,237.27","$1,064.05","Supplier_2, Supplier_9",Out of Stock,2025-05-09
FURN-DSK-0008,Furniture,Desks,"$1,335.92","$1,712.72","$1,335.92",Supplier_10,In Stock,2025-05-13
AUTO-BAT-0007,Automotive,Batteries,"$1,181.26","$1,575.01","$1,181.26",Supplier_5,Out of Stock,2025-05-06
ELEC-TAB-0009,Electronics,Tablets,$738.01,$753.07,$738.01,Supplier_9,Limited,2025-05-09
GROC-FRT-0009,Groceries,Fruits,"$1,026.52","$1,350.68","$1,026.52",Supplier_4,Limited,2025-05-07
AUTO-OIL-0014,Automotive,Oil,"$1,694.31","$1,711.42","$1,694.31",Supplier_4,Limited,2025-05-06
AUTO-BAT-0010,Automotive,Batteries,"$1,130.90","$1,488.03","$1,130.90",Supplier_5,Limited,2025-05-08
GROC-FRT-0010,Groceries,Fruits,$897.58,$944.82,$897.58,Supplier_2,In Stock,2025-05-14
FURN-CHR-0017,Furniture,Chairs,"$1,520.09","$1,900.11","$1,520.09",Supplier_8,In Stock,2025-05-07
ELEC-SM-0017,Electronics,Smartphones,$502.89,$523.84,$502.89,Supplier_8,Limited,2025-05-11
GROC-VEG-0009,Groceries,Vegetables,$522.39,$593.63,$522.39,Supplier_10,In Stock,2025-05-10
GROC-VEG-0010,Groceries,Vegetables,$426.14,$484.25,$426.14,"Supplier_3, Supplier_5",Out of Stock,2025-05-07
FURN-DSK-0009,Furniture,Desks,$346.51,$481.27,$346.51,Supplier_1,Limited,2025-05-17
APPR-SHT-0010,Apparel,Shirts,"$1,276.84","$1,596.05","$1,276.84",Supplier_5,Out of Stock,2025-05-07
AUTO-TIR-0009,Automotive,Tires,$681.75,$852.19,$681.75,Supplier_8,Limited,2025-05-12
APPR-JNS-0013,Apparel,Jeans,"$1,488.06","$1,690.98","$1,488.06",Supplier_6,Limited,2025-05-10
GROC-FRT-0011,Groceries,Fruits,$66.73,$93.99,$66.73,Supplier_1,Out of Stock,2025-05-17
AUTO-FIL-0011,Automotive,Filters,"$1,496.93","$1,720.61","$1,496.93","Supplier_8, Supplier_9",Out of Stock,2025-05-14
FURN-CAB-0015,Furniture,Cabinets,$96.12,$123.23,$96.12,"Supplier_3, Supplier_1",In Stock,2025-05-10
APPR-JKT-0014,Apparel,Jackets,$948.00,"$1,089.66",$948.00,"Supplier_5, Supplier_3",In Stock,2025-05-14
FURN-DSK-0010,Furniture,Desks,"$1,391.97","$1,420.38","$1,391.97",Supplier_4,Limited,2025-05-17
FURN-DSK-0011,Furniture,Desks,$698.63,$884.34,$698.63,Supplier_6,In Stock,2025-05-09
GROC-SNK-0008,Groceries,Snacks,$908.37,"$1,135.46",$908.37,Supplier_1,In Stock,2025-05-09
APPR-SHT-0011,Apparel,Shirts,"$1,424.55","$1,737.25","$1,424.55","Supplier_3, Supplier_7",Out of Stock,2025-05-08
ELEC-SM-0013,Electronics,Smartphones,$642.57,$856.76,$642.57,"Supplier_2, Supplier_8",In Stock,2025-05-17
ELEC-CAM-0009,Electronics,Cameras,"$1,116.88","$1,529.97","$1,116.88",Supplier_8,Limited,2025-05-10
GROC-BEV-0009,Groceries,Beverages,$511.46,$555.94,$511.46,Supplier_10,In Stock,2025-05-06
AUTO-FIL-0012,Automotive,Filters,"$1,182.43","$1,576.57","$1,182.43","Supplier_3, Supplier_7",Out of Stock,2025-05-09
FURN-CAB-0016,Furniture,Cabinets,$551.78,$580.82,$551.78,Supplier_2,Limited,2025-05-17
APPR-SHS-0011,Apparel,Shoes,"$1,519.32","$1,875.70","$1,519.32","Supplier_4, Supplier_1",In Stock,2025-05-13
FURN-CAB-0009,Furniture,Cabinets,$403.52,$486.17,$403.52,"Supplier_8, Supplier_10",In Stock,2025-05-13
ELEC-LAP-0014,Electronics,Laptops,$206.66,$252.03,$206.66,Supplier_4,In Stock,2025-05-17
FURN-CHR-0012,Furniture,Chairs,$919.84,"$1,082.17",$919.84,"Supplier_10, Supplier_7",In Stock,2025-05-04
GROC-VEG-0011,Groceries,Vegetables,"$1,337.41","$1,857.51","$1,337.41","Supplier_1, Supplier_3",Out of Stock,2025-05-14
AUTO-OIL-0015,Automotive,Oil,$92.68,$126.96,$92.68,Supplier_6,Limited,2025-05-16
APPR-JNS-0014,Apparel,Jeans,"$1,503.77","$1,652.49","$1,503.77",Supplier_10,Limited,2025-05-15
FURN-CHR-0018,Furniture,Chairs,"$1,836.14","$1,912.65","$1,836.14","Supplier_7, Supplier_8",Limited,2025-05-13
AUTO-TIR-0010,Automotive,Tires,"$1,279.12","$1,598.90","$1,279.12",Supplier_8,Limited,2025-05-16
APPR-SHS-0010,Apparel,Shoes,$314.74,$425.33,$314.74,"Supplier_1, Supplier_7",Limited,2025-05-14
ELEC-LAP-0015,Electronics,Laptops,$757.60,$814.62,$757.60,Supplier_2,Limited,2025-05-11
GROC-FRT-0010,Groceries,Fruits,$58.01,$81.70,$58.01,Supplier_5,Out of Stock,2025-05-12
FURN-CAB-0010,Furniture,Cabinets,$357.92,$477.22,$357.92,Supplier_8,Limited,2025-05-16
ELEC-CAM-0010,Electronics,Cameras,"$1,573.12","$1,691.53","$1,573.12",Supplier_9,Limited,2025-05-17
AUTO-FIL-0007,Automotive,Filters,$711.31,$911.93,$711.31,Supplier_6,Out of Stock,2025-05-16
AUTO-FIL-0013,Automotive,Filters,"$1,821.32","$1,917.18","$1,821.32",Supplier_7,In Stock,2025-05-04
GROC-SNK-0009,Groceries,Snacks,$136.90,$187.53,$136.90,Supplier_2,Out of Stock,2025-05-15
FURN-BED-0009,Furniture,Beds,"$1,340.12","$1,654.47","$1,340.12","Supplier_10, Supplier_5",In Stock,2025-05-06
APPR-JKT-0022,Apparel,Jackets,$551.94,$777.38,$551.94,Supplier_5,In Stock,2025-05-06
AUTO-FIL-0014,Automotive,Filters,$138.07,$172.59,$138.07,Supplier_3,In Stock,2025-05-09
APPR-JNS-0017,Apparel,Jeans,"$1,404.27","$1,712.53","$1,404.27",Supplier_1,In Stock,2025-05-16
APPR-JKT-0015,Apparel,Jackets,"$1,235.87","$1,453.97","$1,235.87","Supplier_2, Supplier_5",In Stock,2025-05-14
AUTO-FIL-0008,Automotive,Filters,$270.10,$321.55,$270.10,Supplier_10,In Stock,2025-05-05
FURN-BED-0009,Furniture,Beds,$552.22,$788.88,$552.22,Supplier_7,Out of Stock,2025-05-09
APPR-JNS-0018,Apparel,Jeans,"$1,044.08","$1,186.45","$1,044.08",Supplier_9,Limited,2025-05-16
APPR-JKT-0023,Apparel,Jackets,"$1,478.69","$1,895.76","$1,478.69",Supplier_7,Limited,2025-05-14
GROC-BEV-0010,Groceries,Beverages,$593.28,$651.96,$593.28,"Supplier_9, Supplier_2",In Stock,2025-05-15
GROC-VEG-0007,Groceries,Vegetables,$286.14,$340.64,$286.14,Supplier_2,In Stock,2025-05-09
ELEC-SM-0014,Electronics,Smartphones,$946.14,"$1,017.35",$946.14,"Supplier_4, Supplier_5",In Stock,2025-05-17
ELEC-LAP-0011,Electronics,Laptops,"$1,259.42","$1,383.98","$1,259.42","Supplier_3, Supplier_4",In Stock,2025-05-12
FURN-BED-0010,Furniture,Beds,"$1,100.98","$1,326.48","$1,100.98",Supplier_2,Limited,2025-05-17
AUTO-BAT-0008,Automotive,Batteries,$373.84,$473.21,$373.84,"Supplier_9, Supplier_10",In Stock,2025-05-09
FURN-CHR-0013,Furniture,Chairs,$772.36,$858.18,$772.36,Supplier_6,In Stock,2025-05-10
AUTO-OIL-0012,Automotive,Oil,"$1,064.25","$1,120.26","$1,064.25",Supplier_10,In Stock,2025-05-13
ELEC-CAM-0011,Electronics,Cameras,"$1,439.28","$1,439.28","$1,439.28",Supplier_8,In Stock,2025-05-16
ELEC-TAB-0010,Electronics,Tablets,$690.77,$972.92,$690.77,"Supplier_5, Supplier_10",In Stock,2025-05-10
FURN-DSK-0007,Furniture,Desks,$967.93,"$1,008.26",$967.93,"Supplier_9, Supplier_10",In Stock,2025-05-08
ELEC-LAP-0012,Electronics,Laptops,$949.75,$949.75,$949.75,Supplier_9,Out of Stock,2025-05-11
GROC-VEG-0008,Groceries,Vegetables,"$1,318.02","$1,464.47","$1,318.02","Supplier_9, Supplier_7",Out of Stock,2025-05-06
AUTO-OIL-0016,Automotive,Oil,$930.24,"$1,208.11",$930.24,Supplier_9,In Stock,2025-05-06
AUTO-TIR-0015,Automotive,Tires,"$1,727.00","$1,897.80","$1,727.00","Supplier_7, Supplier_6",Out of Stock,2025-05-15
AUTO-FIL-0009,Automotive,Filters,"$1,667.91","$1,962.25","$1,667.91",Supplier_8,In Stock,2025-05-15
GROC-BEV-0014,Groceries,Beverages,$488.49,$525.26,$488.49,"Supplier_6, Supplier_5",Out of Stock,2025-05-11
FURN-CAB-0011,Furniture,Cabinets,"$1,042.65","$1,448.13","$1,042.65",Supplier_1,Out of Stock,2025-05-04
FURN-CAB-0012,Furniture,Cabinets,$854.57,$854.57,$854.57,Supplier_10,In Stock,2025-05-08
ELEC-SM-0015,Electronics,Smartphones,"$1,226.13","$1,226.13","$1,226.13",Supplier_7,Limited,2025-05-08
